timestamp,load_cell_raw,cup_ticks,cup_delta
1761778718.207618,-0.5944,0.0
1761778718.207726,-0.5854,0.0
1761778718.207799,-0.5841,0.0
1761778718.207865,-0.5777,0.0
1761778718.2079308,-0.5803,0.0
1761778718.208003,-0.5778,0.0
1761778718.2080681,-0.5699,0.0
1761778718.2081332,-0.5721,0.0
1761778718.208197,-0.5757,0.0
1761778718.208262,-0.5855,0.0
1761778718.208342,-0.5859,-1.0
1761778718.208408,-0.5862,0.0
1761778718.208472,-0.5886,0.0
1761778718.2086122,-0.5892,-1.0
1761778718.208683,-0.5857,-1.0
1761778718.208747,-0.5852,0.0
1761778718.208811,-0.5986,0.0
1761778718.208875,-0.5998,0.0
1761778718.208939,-0.5981,0.0
1761778718.2090082,-0.5971,-1.0
1761778718.209078,-0.5909,-1.0
1761778718.209151,-0.5851,-1.0
1761778718.2092202,-0.5882,-1.0
1761778718.209289,-0.582,-1.0
1761778718.209357,-0.5849,-1.0
1761778718.209426,-0.5827,-1.0
1761778718.2094998,-0.5849,-1.0
1761778718.209569,-0.5849,-1.0
1761778718.2096431,-0.5771,-1.0
1761778718.209717,-0.5791,-1.0
1761778718.209785,-0.5796,-1.0
1761778718.209863,-0.5782,-1.0
1761778718.209933,-0.5831,-1.0
1761778718.210001,-0.5783,-1.0
1761778718.210072,-0.5845,-1.0
1761778718.210141,-0.5875,-1.0
1761778718.2102091,-0.5826,-1.0
1761778718.210287,-0.5878,-1.0
1761778718.210355,-0.5907,-1.0
1761778718.210419,-0.591,0.0
1761778718.210485,-0.5914,0.0
1761778718.210551,-0.5872,0.0
1761778718.21062,-0.5894,-1.0
1761778718.210688,-0.586,-1.0
1761778718.210756,-0.5852,-1.0
1761778718.210824,-0.5831,-1.0
1761778718.210892,-0.5896,-1.0
1761778718.210955,-0.5828,0.0
1761778718.211018,-0.5769,0.0
1761778718.211083,-0.5804,0.0
1761778718.2111459,-0.5813,0.0
1761778718.211212,-0.583,0.0
1761778718.211275,-0.5863,0.0
1761778718.211339,-0.5818,0.0
1761778718.211402,-0.581,0.0
1761778718.2114692,-0.5853,0.0
1761778718.211532,-0.5795,0.0
1761778718.211596,-0.5864,0.0
1761778718.211659,-0.5845,0.0
