timestamp,load_cell_raw,cup_ticks,cup_delta
1761823981.8620071,0.1133
1761823981.867261,0.2184
1761823981.871933,0.3224
1761823981.876988,0.4217
1761823981.881971,0.5173
1761823981.886976,0.6132
1761823981.8919082,0.7043
1761823981.896953,0.7946
1761823981.901952,0.884
1761823981.906927,0.9694
1761823981.911909,1.047
1761823981.91692,1.1254
1761823981.921901,1.206
1761823981.9269152,1.2867
1761823981.931901,1.3654
1761823981.936905,1.4442
1761823981.941903,1.5175
1761823981.946919,1.5871
1761823981.951926,1.6588
1761823981.9569569,1.7246
1761823981.961927,1.7831
1761823981.966922,1.8396
1761823981.9719071,1.8901
1761823981.976928,1.9374
1761823981.981923,1.9872
1761823981.986961,2.035
1761823981.99195,2.0802
1761823981.99696,2.1278
1761823982.002005,2.1719
1761823982.007023,2.2176
1761823982.011959,2.2669
1761823982.016958,2.3146
1761823982.0219772,2.3544
1761823982.026978,2.3943
1761823982.031927,2.4313
1761823982.036927,2.4715
1761823982.041941,2.5137
1761823982.046973,2.5527
1761823982.0519779,2.5912
1761823982.0570838,2.6277
1761823982.0619771,2.66
1761823982.066945,2.6872
1761823982.071946,2.7158
1761823982.076988,2.7473
1761823982.081984,2.779
1761823982.087005,2.8116
1761823982.092,2.8412
1761823982.096975,2.8672
1761823982.1019258,2.894
1761823982.1070368,2.9208
1761823982.111956,2.9433
1761823982.117043,2.962
1761823982.121975,2.9805
1761823982.127889,2.9992
1761823982.132902,3.0166
1761823982.13789,3.0357
1761823982.1428769,3.0579
1761823982.1478841,3.0785
1761823982.1529028,3.0955
1761823982.157949,3.1104
1761823982.162903,3.1222
1761823982.167913,3.1371
1761823982.172899,3.1506
1761823982.1778939,3.1658
1761823982.1829078,3.1785
1761823982.1878898,3.1875
1761823982.192918,3.1985
1761823982.197906,3.2089
1761823982.2028959,3.2212
1761823982.207896,3.2379
1761823982.212903,3.2522
1761823982.217904,3.2645
1761823982.2229152,3.2748
1761823982.2279308,3.2876
1761823982.2329228,3.2954
1761823982.237927,3.3012
1761823982.242912,3.3082
1761823982.247911,3.3138
1761823982.252906,3.3194
1761823982.257917,3.3239
1761823982.2629151,3.3305
1761823982.267909,3.3361
1761823982.272937,3.3413
1761823982.277916,3.3423
1761823982.282922,3.3412
1761823982.2878962,3.343
1761823982.29292,3.3496
1761823982.2979379,3.3537
1761823982.302929,3.3575
1761823982.3079739,3.3592
1761823982.312939,3.3628
1761823982.317937,3.3697
1761823982.322922,3.3766
1761823982.327927,3.384
1761823982.3329222,3.3901
1761823982.3379252,3.3996
1761823982.342952,3.4092
1761823982.3480241,3.4195
1761823982.353015,3.4291
1761823982.3579788,3.4361
1761823982.362978,3.4411
1761823982.367936,3.4445
1761823982.372959,3.4448
1761823982.377996,3.4479
1761823982.38297,3.4522
1761823982.388004,3.4643
1761823982.392999,3.474
1761823982.397961,3.4873
1761823982.402926,3.4956
1761823982.408014,3.5054
1761823982.41296,3.5112
1761823982.418011,3.5161
1761823982.422984,3.5206
1761823982.4280121,3.5246
1761823982.4329731,3.5293
1761823982.437946,3.5306
1761823982.4429781,3.5312
1761823982.448899,3.5299
1761823982.453891,3.53
1761823982.458901,3.5284
1761823982.463891,3.5232
1761823982.468885,3.5236
1761823982.4739058,3.5271
1761823982.4788969,3.5332
1761823982.4839091,3.5387
1761823982.488896,3.5462
1761823982.493908,3.5527
1761823982.498892,3.5595
1761823982.503902,3.5657
1761823982.508916,3.5778
1761823982.513937,3.5899
1761823982.518912,3.6002
1761823982.52393,3.6092
1761823982.528919,3.6162
1761823982.5339751,3.6212
1761823982.5389178,3.6249
1761823982.543945,3.6266
1761823982.5489101,3.6279
1761823982.553982,3.6299
1761823982.558899,3.6305
1761823982.563995,3.6311
1761823982.568918,3.6357
1761823982.573935,3.6399
1761823982.578934,3.6434
1761823982.583924,3.6485
1761823982.5890071,3.6534
1761823982.593933,3.6573
1761823982.598921,3.659
1761823982.60394,3.6664
1761823982.608932,3.6807
1761823982.6139588,3.6936
1761823982.618995,3.6995
1761823982.623991,3.7023
1761823982.629,3.7095
1761823982.6339478,3.7124
1761823982.638929,3.7152
1761823982.6440058,3.7192
1761823982.64897,3.7235
1761823982.6539562,3.7287
1761823982.659007,3.7363
1761823982.66401,3.7432
1761823982.6690161,3.7511
